ID	Value
htd12483	फलत:\CC_CCS जहाँ\PR_PRL तक\PSP संभव\V_VM हो\V_VAUX इन\DM_DMD पिनाकल\N_NN से\PSP बचकर\N_NN ही\RP_RPD चलना\V_VM चाहिए\V_VAUX ।\RD_PUNC
htd12484	यदि\CC_CCS ऐसा\DM_DMR करना\V_VM संभव\N_NN न\RP_NEG हो\V_VAUX तो\RP_RPD इन्हें\DM_DMD पार\V_VM करते\V_VAUX समय\N_NN पूरी\JJ सावधानी\N_NN बरतनी\V_VM चाहिए\V_VAUX क्योंकि\CC_CCS ये\DM_DMD पिनाकल\N_NN कभी\PR_PRI भी\RP_RPD टूट\V_VM सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12485	पर्वतों\N_NN पर\PSP और\CC_CCD विशेष\JJ रूप\N_NN से\PSP हिमालय\N_NNP पर\PSP मौसम\N_NN किसी\PR_PRI भी\RP_RPD पर्वतारोहण\N_NN अभियान\N_NN के\PSP सफल\N_NN अथवा\N_NN असफल\N_NN होने\N_NN में\PSP महत्त्वपूर्ण\JJ भूमिका\N_NN निभाता\V_VM है\V_VAUX ।\RD_PUNC
htd12486	भारतीयों\N_NN द्वारा\N_NN सन्‌\N_NN 1960\QT_QTC ,\RD_PUNC 1962\QT_QTC और\CC_CCD 1985\QT_QTC में\PSP एवरेस्ट\N_NNP आरोहण\N_NN के\PSP लिए\PSP आयोजित\N_NN तीन\QT_QTC अभियान\N_NN केवल\N_NN खराब\JJ मौसम\N_NN के\PSP कारण\N_NN ही\RP_RPD असफल\V_VM हुए\V_VAUX ।\RD_PUNC
htd12487	1985\QT_QTC के\PSP अभियान\N_NN में\PSP तो\RP_RPD भारत\N_NNP को\PSP पाँच\QT_QTC अनुभवी\JJ पर्वतारोहियों\N_NN को\PSP सदा\N_NN के\PSP लिए\PSP खोना\V_VM पड़ा\V_VAUX ।\RD_PUNC
htd12488	वर्षा\N_NN ,\RD_PUNC बर्फ़\N_NN अथवा\N_NN ओलों\N_NN का\PSP गिरना\N_NN ,\RD_PUNC धुंध\N_NN अथवा\N_NN कोहरा\N_NN ,\RD_PUNC बर्फ़ीले\JJ तूफान\N_NN ,\RD_PUNC अँधेरा\N_NN ,\RD_PUNC सर्दी\N_NN ,\RD_PUNC गर्मी\N_NN ,\RD_PUNC आँधी\N_NN अथवा\N_NN बिजली\N_NN का\PSP चमकना\N_NN या\CC_CCD गिरना\N_NN इत्यादि\N_NN सभी\PR_PRI मौसम\N_NN के\PSP ही\RP_RPD विभिन्न\JJ अंग\N_NN हैं\V_VM ।\RD_PUNC
htd12489	पर्वतों\N_NN में\PSP मौसम\N_NN में\PSP अचानक\JJ परिवर्तन\V_VM होता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12490	तीन\QT_QTC -\RD_PUNC चार\QT_QTC दिन\N_NN में\PSP तापमान\N_NN कुछ\PR_PRI का\PSP कुछ\PR_PRI हो\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12491	पर्वतों\N_NN में\PSP मौसम\N_NN का\PSP कोई\PR_PRI भी\RP_RPD रंग\N_NN देखने\N_NN को\PSP मिल\V_VM सकता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12492	पर्वतों\N_NN पर\PSP वर्षा\N_NN होने\N_NN अथवा\N_NN बर्फ़\N_NN गिरने\N_NN पर\PSP अच्छी\JJ बरसाती\N_NN का\PSP प्रयोग\V_VM करें\V_VAUX ।\RD_PUNC
htd12493	शिविर\N_NN में\PSP पहुँचते\N_NN ही\RP_RPD गीले\JJ वस्‍त्रों\N_NN को\PSP उतार\V_VM कर\V_VAUX सूखे\JJ वस्‍त्र\N_NN पहन\V_VM लें\V_VAUX ।\RD_PUNC
htd12494	यदि\CC_CCS मार्ग\N_NN में\PSP ओले\N_NN पड़ने\V_VM लगें\V_VAUX ,\RD_PUNC बर्फ़ीला\JJ तूफान\N_NN आ\V_VM जाए\V_VAUX अथवा\N_NN तेज\JJ आँधी\N_NN चलने\V_VM लगे\V_VAUX ,\RD_PUNC धुंध\N_NN अथवा\N_NN कोहरा\N_NN बहुत\RB घना\JJ हो\V_VM जाए\V_VAUX तो\RP_RPD किसी\PR_PRI सुरक्षित\JJ स्थान\N_NN पर\PSP रुककर\N_NN मौसम\N_NN साफ\N_NN होने\N_NN की\PSP प्रतीक्षा\V_VM करें\V_VAUX ।\RD_PUNC
htd12495	आमतौर\N_NN पर\PSP पर्वतों\N_NN में\PSP दोपहर\N_NN के\PSP बाद\N_NN मौसम\N_NN खराब\V_VM हो\V_VAUX जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12496	सभी\PR_PRI महत्त्वपूर्ण\JJ कार्य\N_NN प्रात:\N_NN ही\RP_RPD कर\V_VM लेने\V_VAUX का\V_VAUX प्रयास\V_VM करें\V_VAUX ।\RD_PUNC
htd12497	बर्फ़ीले\JJ तूफान\N_NN में\PSP फँसने\N_NN पर\PSP चट्‍टानों\N_NN के\PSP मध्य\N_NST ,\RD_PUNC गुफाओं\N_NN अथवा\N_NN पेड़ों\N_NN के\PSP खोखले\JJ स्थानों\N_NN पर\PSP शरण\N_NN लेने\N_NN का\PSP प्रयास\V_VM करें\V_VAUX ।\RD_PUNC
htd12498	ठंडे\JJ मौसम\N_NN का\PSP सामना\N_NN करने\N_NN के\PSP लिए\PSP बढ़िया\JJ किस्म\N_NN के\PSP ऊनी\JJ कपड़े\N_NN और\CC_CCD स्लीपिंग\N_NN बैग\N_NN साथ\N_NN लेकर\N_NN ही\RP_RPD पर्वतारोहण\N_NN के\PSP लिए\PSP निकलना\V_VM उचित\V_VAUX रहता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12499	बिजली\N_NN गिरने\N_NN से\PSP बचाव\N_NN के\PSP लिए\PSP धातुओं\N_NN की\PSP सभी\PR_PRI वस्तुएँ\N_NN जैसे\DM_DMR आइस\N_NN एक्स\N_NN ,\RD_PUNC पिटन\N_NN ,\RD_PUNC क्रैम्पन\N_NN और\CC_CCD बर्तन\N_NN इत्यादि\N_NN अपने\PR_PRF से\PSP दूर\V_VM रखें\V_VAUX ।\RD_PUNC
htd12500	स्वयं\PR_PRF रकसैक\N_NN नीचे\N_NST रख\V_VM कर\V_VAUX उसके\DM_DMD ऊपर\N_NST इस\DM_DMD प्रकार\N_NN से\PSP बैठ\V_VM जाएँ\V_VAUX जिससे\DM_DMR पाँव\N_NN जमीन\N_NN को\PSP छूते\V_VM रहें\V_VAUX ।\RD_PUNC
htd12501	बिजली\N_NN गिरने\N_NN पर\PSP कानों\N_NN पर\PSP हाथ\N_NN रख\V_VM लें\V_VAUX और\CC_CCD आँखों\N_NN को\PSP बंद\V_VM रखें\V_VAUX ।\RD_PUNC
htd12502	बिजली\N_NN गिरने\N_NN पर\PSP साँस\N_NN रोककर\N_NN रखने\N_NN का\PSP प्रयास\V_VM करें\V_VAUX ।\RD_PUNC
htd12503	यदि\CC_CCS बिजली\N_NN आस\N_NN -\RD_PUNC पास\RD_ECH गिरी\V_VM हो\V_VAUX तो\RP_RPD कम\N_NN से\PSP कम\N_NN तीस\QT_QTC मिनट\N_NN तक\PSP अपनी\PR_PRF गतिविधियों\N_NN को\PSP शुरू\V_VM न\RP_NEG करें\V_VAUX ।\RD_PUNC
htd12504	यदि\CC_CCS दल\N_NN में\PSP कई\PR_PRI सदस्य\N_NN हों\V_VM तो\RP_RPD एक\QT_QTC -\RD_PUNC दूसरे\N_NN से\PSP कम\N_NN से\PSP कम\N_NN बीस\QT_QTC फुट\QT_QTF की\PSP दूरी\N_NN पर\PSP चले\V_VM जाएँ\V_VAUX ।\RD_PUNC
htd12505	बिजली\N_NN गिरने\N_NN से\PSP यदि\CC_CCS कोई\PR_PRI आहत\V_VM हो\V_VAUX जाए\V_VAUX तो\RP_RPD तुरंत\N_NN ही\RP_RPD उसका\PR_PRP इलाज\V_VM करें\V_VAUX ।\RD_PUNC
htd12506	जले\N_NN हुए\N_NN स्थानों\N_NN का\PSP उसी\DM_DMD प्रकार\N_NN से\PSP उपचार\V_VM करें\V_VAUX जैसे\DM_DMR आमतौर\N_NN पर\PSP किसी\PR_PRI अंग\N_NN के\PSP जल\N_NN जाने\N_NN पर\PSP किया\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12507	पर्वतारोहण\N_NN का\PSP तीसरा\QT_QTO चरण\N_NN है\V_VM स्नो\N_NN क्लाइमिंग\N_NN ।\RD_PUNC
htd12508	सबसे\RB पहले\JJ ट्रेकिंग\N_NN द्वारा\N_NN व्यक्‍ति\N_NN का\PSP पर्वतों\N_NN से\PSP परिचय\V_VM होता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12509	रॉक\N_NN क्लाइमिंग\N_NN के\PSP माध्यम\N_NN से\PSP वह\PR_PRP अपने\PR_PRF आपको\PR_PRP ऊँचे\JJ पर्वतों\N_NN पर\PSP जाने\N_NN के\PSP लिए\PSP तैयार\V_VM करता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12510	वास्तविक\CC_CCS पर्वतारोहण\N_NN तब\N_NN प्रारंभ\V_VM होता\V_VAUX है\V_VAUX जब\PR_PRL व्यक्‍ति\N_NN अपना\PR_PRF पहला\QT_QTO कदम\N_NN बर्फ़\N_NN पर\PSP रखता\V_VM है\V_VAUX ।\RD_PUNC
htd12511	स्नो\N_NN क्लाइमिंग\N_NN में\PSP आरोही\N_NN को\PSP नई\JJ प्रकार\N_NN की\PSP कठिनाइयों\N_NN का\PSP सामना\V_VM करना\V_VAUX पड़ता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12512	जिनसे\DM_DMR उसका\PR_PRP वास्ता\N_NN ट्रेकिंग\N_NN अथवा\N_NN रॉक\N_NN क्लाइमिंग\N_NN करते\N_NN समय\N_NN नहीं\RP_NEG पड़ा\V_VM होता\V_VAUX ।\RD_PUNC
htd12513	इसलिए\CC_CCS पर्वतारोहण\N_NN पर\PSP जाने\N_NN से\PSP पूर्व\N_NN व्यक्‍ति\N_NN को\PSP स्नो\N_NN क्लाइमिंग\N_NN के\PSP मूल\N_NN सिद्धांतो\N_NN के\PSP बारे\N_NN में\PSP अच्छी\JJ जानकारी\V_VM होनी\V_VAUX चाहिए\V_VAUX ।\RD_PUNC
htd12514	केवल\N_NN बर्फ़\N_NN में\PSP घूमने\N_NN के\PSP लिए\PSP यदि\CC_CCS बर्फ़\N_NN की\PSP स्थिति\N_NN के\PSP विषय\N_NN में\PSP जानकारी\N_NN की\PSP बात\V_VM की\V_VAUX जाए\V_VAUX तो\RP_RPD मामला\N_NN बहुत\JJ उलझा\V_VM हुआ\V_VAUX दिखाई\V_VAUX देगा\V_VAUX ।\RD_PUNC
htd12515	इसके\DM_DMD विषय\N_NN में\PSP केवल\RB ऊपरी\JJ बातें\N_NN ही\RP_RPD की\V_VM जा\V_VAUX सकती\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12516	पर्वतों\N_NN पर\PSP बर्फ़\N_NN की\PSP स्थिति\N_NN और\CC_CCD आरोहण\N_NN के\PSP मध्य\N_NST संबंध\N_NN के\PSP विषय\N_NN में\PSP चर्चा\N_NN करने\N_NN का\PSP कोई\PR_PRI अभिप्राय\N_NN नहीं\RP_NEG है\V_VM ।\RD_PUNC
htd12517	इसके\DM_DMD बारे\N_NN में\PSP जानने\N_NN के\PSP लिए\PSP सबसे\RB अच्छा\JJ तरीका\N_NN है\V_VM स्वयं\PR_PRF के\PSP अनुभव\N_NN द्वारा\N_NN सीखना\V_VM ।\RD_PUNC
htd12518	कुछ\PR_PRI व्यावहारिक\JJ बातों\N_NN की\PSP जानकारी\N_NN अवश्य\N_NN ही\RP_RPD स्नो\N_NN क्लाइमिंग\N_NN के\PSP दौरान\N_NN व्यक्‍ति\N_NN के\PSP लिए\PSP सहायक\V_VM हो\V_VAUX सकती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12519	इन\DM_DMD बातों\N_NN का\PSP ध्यान\N_NN रखने\N_NN से\PSP आरोही\N_NN जल्दी\RB और\CC_CCD सुगमता\N_NN से\PSP आरोहण\V_VM कर\V_VAUX पाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12520	ऊँचे\JJ पर्वतों\N_NN में\PSP बर्फ़\N_NN की\PSP स्थिति\N_NN में\PSP बहुत\RB तेजी\JJ से\PSP परिवर्तन\V_VM आता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12521	यह\DM_DMD परिवर्तन\N_NN ऊँचाई\N_NN ,\RD_PUNC तापमान\N_NN ,\RD_PUNC हवा\N_NN ,\RD_PUNC सूर्य\N_NN एवं\CC_CCD पर्वतों\N_NN के\PSP प्रकार\N_NN के\PSP कारण\N_NN होता\V_VM है\V_VAUX ।\RD_PUNC
htd12522	पर्वतों\N_NN में\PSP जितनी\DM_DMR अधिक\N_NN ऊँचाई\N_NN होती\V_VM है\V_VAUX उतनी\DM_DMR ही\RP_RPD अधिक\JJ बर्फ़\N_NN वहाँ\DM_DMD पर\PSP होती\V_VM है\V_VAUX ।\RD_PUNC
htd12523	दिन\N_NN और\CC_CCD रात\N_NN का\PSP तापमान\N_NN कई\PR_PRI परिवर्तनों\N_NN का\PSP कारण\N_NN बनता\V_VM है\V_VAUX ।\RD_PUNC
htd12524	हवा\N_NN के\PSP कारण\N_NN भी\RP_RPD परिवर्तन\V_VM होते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12525	सूर्य\N_NN की\PSP गर्मी\N_NN के\PSP कारण\N_NN दिन\N_NN में\PSP बर्फ़\N_NN पिघलने\V_VM लगती\V_VAUX है\V_VAUX अथवा\N_NN नर्म\V_VM हो\V_VAUX जाती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12526	रात\N_NN में\PSP बर्फ़\N_NN जम\N_NN जाने\N_NN के\PSP कारण\N_NN कठोर\V_VM हो\V_VAUX जाती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12527	इस\DM_DMD कठोर\JJ बर्फ़\N_NN पर\PSP बर्फ़\N_NN की\PSP परतें\N_NN बनने\V_VM लगती\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12528	इस\DM_DMD प्रकार\N_NN वहाँ\DM_DMD पर\PSP ऊपर\N_NST पक्की\JJ और\CC_CCD नीचे\N_NST कच्ची\JJ बर्फ़\N_NN की\PSP परतों\N_NN का\PSP निर्माण\V_VM होता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12529	तकनीकी\JJ भाषा\N_NN में\PSP इसे\DM_DMD हार्ड\N_NN स्नो\N_NN कहते\V_VM हैं\V_VAUX ।\RD_PUNC
htd12530	पर्वतारोहण\N_NN के\PSP दौरान\N_NN पर्वतारोही\N_NN को\PSP ताजा\JJ बर्फ़\N_NN ,\RD_PUNC नरम\JJ बर्फ़\N_NN ,\RD_PUNC सख्त\JJ बर्फ़\N_NN ,\RD_PUNC क्रस्टेड\N_NN अर्थात\N_NN परतों\N_NN वाली\N_NN बर्फ़\N_NN ,\RD_PUNC पाउडर\N_NN जैसी\DM_DMR बर्फ़\N_NN ,\RD_PUNC गीली\JJ बर्फ़\N_NN और\CC_CCD गलने\N_NN वाली\N_NN बर्फ़\N_NN इत्यादि\N_NN विभिन्न\N_NN प्रकार\N_NN की\PSP बर्फ़\N_NN मिलती\V_VM है\V_VAUX ।\RD_PUNC
htd12531	जब\PR_PRL नई\JJ बर्फ़\N_NN गिरती\V_VM है\V_VAUX तो\RP_RPD वह\PR_PRP ताजी\JJ ,\RD_PUNC साफ\JJ -\RD_PUNC सुथरी\RD_ECH और\CC_CCD सूखी\JJ होती\V_VM है\V_VAUX ।\RD_PUNC
htd12532	इस\DM_DMD प्रकार\N_NN की\PSP नई\JJ बर्फ़\N_NN में\PSP आरोही\N_NN गहरा\N_NN धँस\V_VM सकता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12533	इस\DM_DMD नई\JJ बर्फ़\N_NN का\PSP अपने\PR_PRF नीचे\N_NST की\PSP किसी\PR_PRI वस्तु\N_NN से\PSP कुछ\PR_PRI जुड़ाव\V_VM नहीं\RP_NEG होता\V_VAUX ।\RD_PUNC
htd12534	नई\JJ बर्फ़\N_NN के\PSP कण\N_NN अभी\N_NN एक\QT_QTC -\RD_PUNC दूसरे\N_NN के\PSP साथ\N_NN चिपके\V_VM हुए\V_VAUX नहीं\RP_NEG होते\V_VAUX ।\RD_PUNC
htd12535	इस\DM_DMD नई\JJ हिम\N_NN में\PSP चलना\N_NN बहुत\N_NN थका\V_VM देने\V_VAUX वाला\V_VAUX कार्य\N_NN है\V_VM ।\RD_PUNC
htd12536	कड़ी\JJ चट्‍टानों\N_NN और\CC_CCD ग्लेशियर\N_NN पर\PSP गिर\V_VM कर\V_VAUX नई\JJ बर्फ़\N_NN तेजी\RB से\PSP नीचे\N_NST की\PSP ओर\N_NST खिसकती\V_VM है\V_VAUX ।\RD_PUNC
htd12537	किसी\PR_PRI खड़ी\JJ ढलान\N_NN को\PSP उस\PR_PRP समय\N_NN पार\V_VM नहीं\RP_NEG करना\V_VAUX चाहिए\V_VAUX जब\PR_PRL ताजा\JJ बर्फ़\N_NN गिरी\V_VM हो\V_VAUX ।\RD_PUNC
htd12538	कम\N_NN से\PSP कम\N_NN दो\QT_QTC -\RD_PUNC तीन\QT_QTC दिन\N_NN बाद\N_NN ही\RP_RPD उस\PR_PRP ढलान\N_NN को\PSP पार\V_VM करना\V_VAUX चाहिए\V_VAUX ।\RD_PUNC
htd12539	हिमालय\N_NNP में\PSP आमतौर\N_NN पर\PSP ऐसी\DM_DMR बर्फ़\N_NN गिरती\V_VM ही\V_VAUX रहती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12540	जो\PR_PRL आरोही\N_NN इस\DM_DMD बात\N_NN की\PSP परवाह\V_VM नहीं\RP_NEG करते\V_VAUX वह\PR_PRP दुर्घटना\N_NN के\PSP शिकार\V_VM हो\V_VAUX जाते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12541	यदि\CC_CCS किसी\PR_PRI विवशतावश\N_NN ऐसे\DM_DMR स्थल\N_NN को\PSP पार\V_VM करना\V_VAUX ही\RP_RPD हो\V_VAUX तो\RP_RPD कुछ\PR_PRI बातों\N_NN का\PSP ध्यान\V_VM रखना\V_VAUX अनिवार्य\V_VAUX है\V_VAUX ।\RD_PUNC
htd12542	सावधानी\N_NN के\PSP लिए\PSP ऐसे\DM_DMR स्थल\N_NN पर\PSP पत्थर\N_NN ,\RD_PUNC बर्फ़\N_NN के\PSP गोले\N_NN इत्यादि\N_NN कुछ\PR_PRI फेंक\V_VM कर\V_VAUX मार्ग\N_NN को\PSP ऐसी\DM_DMR बर्फ़\N_NN से\PSP साफ\V_VM कर\V_VAUX लेना\V_VAUX चाहिए\V_VAUX ।\RD_PUNC
htd12543	ऐसा\DM_DMR करने\N_NN से\PSP बर्फ़\N_NN की\PSP ऊपरी\N_NST परत\N_NN नीचे\N_NST खिसक\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12544	पाउडर\N_NN जैसी\DM_DMR बर्फ़\N_NN ,\RD_PUNC ताजा\JJ बर्फ़\N_NN जैसी\DM_DMR होती\V_VM है\V_VAUX परंतु\CC_CCS इसका\DM_DMD रंग\N_NN कुछ\PR_PRI गहरा\JJ स्लेटी\JJ अथवा\N_NN भूरा\JJ होता\V_VM है\V_VAUX ।\RD_PUNC
htd12545	पाउडर\N_NN जैसी\DM_DMR बर्फ़\N_NN देखने\N_NN में\PSP मैली\V_VM लगती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12546	नमी\N_NN के\PSP भाप\N_NN बनने\N_NN के\PSP कारण\N_NN पाउडर\N_NN बर्फ़\N_NN में\PSP पानी\N_NN की\PSP मात्रा\N_NN बहुत\RB कम\V_VM होती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12547	पर्वतों\N_NN में\PSP दिन\N_NN में\PSP सूर्य\N_NN की\PSP सीधी\JJ किरणों\N_NN और\CC_CCD हल्की\JJ हवा\N_NN के\PSP कारण\N_NN तापमान\N_NN अधिक\JJ होता\V_VM है\V_VAUX ।\RD_PUNC
htd12548	इससे\DM_DMD बर्फ़\N_NN पिघल\V_VM कर\V_VAUX गीली\V_VM हो\V_VAUX जाती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12549	गीली\JJ बर्फ़\N_NN पर\PSP पैर\N_NN अच्छी\JJ तरह\N_NN से\PSP जमा\V_VM कर\V_VAUX चला\V_VAUX जा\V_VAUX सकता\V_VAUX है\V_VAUX परंतु\CC_CCS इससे\CC_CCS बूट\N_NN और\CC_CCD कपड़े\N_NN गीले\V_VM हो\V_VAUX जाते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12550	गीली\JJ बर्फ़\N_NN का\PSP रंग\N_NN नीला\JJ होता\V_VM है\V_VAUX ।\RD_PUNC
htd12551	आमतौर\N_NN पर\PSP पहाड़ों\N_NN पर\PSP यह\DM_DMD स्थिति\N_NN दिन\N_NN में\PSP ही\RP_RPD होती\V_VM है\V_VAUX ।\RD_PUNC
htd12552	क्योंकि\CC_CCS पानी\N_NN गीली\N_NN बर्फ़\N_NN के\PSP ऊपर\N_NST और\CC_CCD भीतर\N_NST भी\RP_RPD बहता\V_VM रहता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12553	थाईग\N_NN स्नो\N_NN अर्थात\N_NN पिघलती\V_VM हुई\V_VAUX बर्फ़\N_NN ,\RD_PUNC गीली\JJ बर्फ़\N_NN से\PSP भी\RP_RPD अधिक\RB गीली\JJ होती\V_VM है\V_VAUX ।\RD_PUNC
htd12554	इसका\DM_DMD कारण\N_NN भी\RP_RPD यही\DM_DMD होता\V_VM है\V_VAUX कि\PSP दिन\N_NN में\PSP तापमान\N_NN बढ़\V_VM जाता\V_VAUX है\V_VAUX और\CC_CCD रात्रि\N_NN में\PSP जमाव\N_NN बिंदु\N_NN पर\PSP पहुँच\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12555	यदि\CC_CCS पिघलती\V_VM हुई\V_VAUX बर्फ़\N_NN की\PSP प्रक्रिया\N_NN निरंतर\N_NN कई\PR_PRI दिन\N_NN तक\PSP चलती\V_VM रहती\V_VAUX है\V_VAUX तो\RP_RPD सतह\N_NN कहीं\PR_PRI से\PSP टूट\V_VM जाती\V_VAUX है\V_VAUX और\CC_CCD कहीं\PR_PRI -\RD_PUNC कहीं\RD_ECH उसमें\DM_DMD छेद\V_VM हो\V_VAUX जाते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12556	ऐसे\DM_DMR स्थान\N_NN को\PSP पार\V_VM करने\V_VAUX में\PSP भी\RP_RPD कठिनाई\V_VM आती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12557	विशेष\JJ रूप\N_NN से\PSP प्रात:काल\N_NST के\PSP समय\N_NN जब\PR_PRL यहाँ\DM_DMD पर\PSP बहुत\JJ फिसलन\V_VM होती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12558	पिघलती\V_VM हुई\V_VAUX बर्फ़\N_NN के\PSP स्थानों\N_NN पर\PSP क्रैम्पन\N_NN का\PSP प्रयोग\V_VM करना\V_VAUX अच्छा\JJ रहता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12559	सूखी\JJ बर्फ़\N_NN वो\DM_DMD होती\V_VM है\V_VAUX जब\PR_PRL पानी\N_NN दिखाई\V_VM न\RP_NEG देता\V_VAUX हो\V_VAUX और\CC_CCD बर्फ़\N_NN हाथों\N_NN से\PSP चिपक\V_VM भी\RP_RPD न\RP_NEG रही\V_VAUX हो\V_VAUX ।\RD_PUNC
htd12560	गीली\JJ बर्फ़\N_NN दबाने\N_NN पर\PSP हाथों\N_NN से\PSP चिपकती\V_VM है\V_VAUX और\CC_CCD इनमें\DM_DMD पानी\N_NN दिखाई\V_VM देता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12561	स्लश\N_NN स्नो\N_NN को\PSP बिना\N_NN दबाए\N_NN ही\RP_RPD इसमें\N_NN से\PSP पानी\N_NN बहने\V_VM लगता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12562	जब\PR_PRL मुट्‍ठी\N_NN बर्फ़\N_NN के\PSP भीतर\N_NST धँस\V_VM जाए\V_VAUX तो\RP_RPD वह\PR_PRP नरम\JJ बर्फ़\N_NN होती\V_VM है\V_VAUX ।\RD_PUNC
htd12563	मध्यम\JJ सख्ती\N_NN वाली\N_NN बर्फ़\N_NN वह\PR_PRP है\V_VM जब\PR_PRL तर्जनी\JJ अंगुली\N_NN उसमें\DM_DMD आसानी\N_NN से\PSP चली\V_VM जाए\V_VAUX ।\RD_PUNC
htd12564	कठोर\JJ बर्फ़\N_NN वह\PR_PRP है\V_VM जब\PR_PRL अंगुली\N_NN की\PSP अपेक्षा\N_NN उसमें\DM_DMD पेंसिल\N_NN आसानी\N_NN से\PSP चली\V_VM जाए\V_VAUX ।\RD_PUNC
htd12565	जब\PR_PRL चाकू\N_NN का\PSP ब्लेड\N_NN ही\RP_RPD उसमें\DM_DMD घुस\V_VM सके\V_VAUX तो\RP_RPD उसे\DM_DMD बहुत\RB कठोर\JJ बर्फ़\N_NN माना\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12566	एक\QT_QTC अन्य\N_NN बात\N_NN जो\PR_PRL आरोही\N_NN को\PSP स्मरण\V_VM रखनी\V_VAUX चाहिए\V_VAUX और\CC_CCD जिसकी\PR_PRL पूरी\JJ जानकारी\N_NN भी\RP_RPD उसे\DM_DMD होनी\V_VM चाहिए\V_VAUX ,\RD_PUNC वह\PR_PRP है\V_VM कि\PSP ढलान\N_NN का\PSP कोण\N_NN कितना\V_VM है\V_VAUX ।\RD_PUNC
htd12567	आरोहण\N_NN के\PSP लिए\PSP कोई\PR_PRI भी\RP_RPD तरीका\N_NN अपनाने\N_NN से\PSP पहले\N_NST ढलान\N_NN के\PSP कोण\N_NN की\PSP जानकारी\N_NN उतनी\N_NN ही\RP_RPD आवश्यक\N_NN है\V_VM जितना\DM_DMR यह\DM_DMD जानना\V_VM कि\PSP बर्फ़\N_NN किस\PR_PRI प्रकार\N_NN की\PSP है\V_VM और\CC_CCD कितनी\PR_PRQ कठोर\V_VM है\V_VAUX ।\RD_PUNC
htd12568	ढलान\N_NN के\PSP कोण\N_NN का\PSP अनुमान\V_VM लगाना\V_VAUX इसलिए\CC_CCS भी\RP_RPD जरूरी\N_NN है\V_VM क्योंकि\CC_CCS इसका\DM_DMD सीधा\JJ संबंध\N_NN बर्फ़\N_NN के\PSP फिसलने\N_NN से\PSP होता\V_VM है\V_VAUX जिससे\DM_DMR एवलांश\N_NNP शुरू\V_VM होता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12569	पर्वतारोहण\N_NN के\PSP अनंतर\N_NN आरोहियों\N_NN को\PSP बर्फ़\N_NN के\PSP कई\PR_PRI प्रकार\N_NN के\PSP ढाँचों\N_NN पर\PSP से\PSP होकर\N_NN गुजरना\V_VM पड़ता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12570	उदाहरण\N_NN के\PSP रूप\N_NN में\PSP बर्फ़\N_NN के\PSP पुल\N_NN ,\RD_PUNC कार्निस\N_NN ,\RD_PUNC बर्फ़\N_NN की\PSP रिज\N_NN एवं\CC_CCD एवलांश\N_NNP इत्यादि\N_NN ।\RD_PUNC
